;06,87,;04,28,;02,22,;06,47,;04,77,;01,83,;01,52,;04,18,;03,02,;04,27,;06,17,;06,38,;01,94,;06,49,;01,86,;02,72,;05,12,;05,89,;05,33,;06,95,
;03,05,;05,40,;06,57,;01,82,;01,56,;01,37,;04,09,;01,23,;04,14,;06,30,;02,66,;02,07,;02,66,;01,10,;06,77,;01,33,;06,38,;05,04,;05,76,;02,89,
;06,88,;01,04,;05,22,;06,23,;06,72,;03,49,;05,12,;01,47,;05,45,;03,15,;01,47,;05,71,;01,14,;05,48,;02,46,;01,38,;06,04,;06,79,;04,21,;06,19,
;06,02,;05,05,;05,90,;01,66,;02,24,;01,33,;04,18,;06,51,;04,53,;01,23,;02,88,;04,70,;02,19,;06,59,;01,67,;01,50,;03,33,;02,64,;02,09,;03,95,
;02,47,;06,26,;04,52,;01,71,;04,71,;03,70,;06,39,;06,53,;06,33,;04,21,;02,32,;04,29,;03,56,;06,11,;01,08,;03,09,;05,80,;02,30,;06,30,;05,11,
;05,30,;01,36,;06,94,;04,62,;02,02,;06,25,;02,73,;03,60,;02,39,;03,85,;01,38,;05,86,;05,15,;05,41,;03,93,;03,46,;01,95,;05,65,;01,83,;01,51,
;05,19,;01,04,;04,59,;05,72,;04,72,;02,54,;02,12,;02,98,;03,85,;06,75,;03,57,;04,36,;03,68,;05,92,;03,84,;01,92,;01,62,;04,27,;02,61,;05,71,
;04,27,;02,61,;01,72,;06,53,;02,37,;05,59,;02,69,;03,37,;06,81,;05,42,;03,84,;03,78,;06,73,;03,39,;03,94,;06,05,;03,88,;03,94,;02,67,;03,41,
;04,86,;03,75,;01,46,;06,75,;04,91,;06,94,;04,14,;03,63,;03,09,;05,71,;04,64,;03,15,;03,18,;04,62,;05,39,;01,61,;03,30,;01,98,;03,36,;06,01,
;05,42,;02,47,;04,09,;06,08,;05,52,;05,11,;01,07,;03,09,;06,76,;01,47,;02,43,;06,39,;06,98,;05,39,;02,54,;04,17,;01,39,;04,59,;05,12,;04,36,
;04,46,;05,60,;02,04,;03,36,;05,16,;03,73,;05,92,;05,67,;05,17,;03,65,;06,79,;05,77,;01,08,;01,77,;06,09,;02,04,;02,44,;01,50,;02,83,;05,41,
;01,27,;04,77,;02,88,;06,11,;05,13,;05,09,;01,17,;03,87,;04,59,;05,62,;06,25,;02,95,;02,38,;03,53,;06,14,;02,61,;06,80,;05,87,;02,16,;03,39,
;03,36,;03,07,;03,85,;06,33,;02,40,;05,07,;01,85,;02,37,;01,88,;01,23,;04,21,;02,15,;04,80,;02,78,;02,73,;01,24,;02,97,;03,20,;04,18,;03,70,
;05,29,;04,39,;04,83,;05,25,;03,40,;05,84,;05,15,;02,03,;05,11,;01,40,;06,46,;03,44,;02,87,;05,63,;03,16,;02,41,;06,81,;02,90,;02,48,;02,17,
;06,51,;03,17,;01,33,;03,46,;04,23,;06,68,;04,67,;02,01,;03,31,;05,15,;01,98,;01,88,;05,81,;01,09,;05,57,;02,23,;01,21,;05,78,;04,02,;06,66,
;04,88,;03,51,;06,47,;02,43,;01,50,;05,33,;05,73,;04,26,;04,13,;01,21,;05,46,;02,61,;02,62,;03,26,;02,04,;05,03,;01,53,;06,87,;02,17,;06,86,
;04,09,;02,43,;03,48,;01,05,;03,95,;06,17,;03,04,;04,66,;01,47,;06,26,;01,80,;03,75,;03,11,;05,37,;06,31,;03,41,;05,23,;05,20,;03,91,;01,72,
;04,71,;02,08,;02,18,;04,40,;03,78,;01,60,;01,41,;03,46,;03,11,;04,74,;03,84,;02,42,;04,18,;02,51,;03,71,;04,21,;03,29,;05,86,;06,62,;01,78,
;03,23,;02,71,;03,53,;06,59,;05,95,;01,15,;03,37,;05,71,;02,52,;02,51,;02,79,;04,69,;01,32,;06,16,;04,87,;02,51,;01,13,;04,47,;04,53,;03,46,
;05,28,;04,19,;03,28,;06,50,;05,72,;05,21,;03,77,;04,61,;04,52,;04,45,;06,74,;04,70,;05,12,;01,74,;05,66,;03,55,;03,65,;06,54,;02,14,;02,25,
;03,90,;05,17,;01,44,;02,55,;02,10,;03,58,;03,67,;05,56,;05,38,;05,73,;04,20,;05,18,;01,78,;03,59,;04,42,;06,34,;05,05,;03,30,;04,11,;05,89,
;01,80,;02,68,;02,35,;04,95,;04,60,;05,27,;05,16,;06,97,;05,92,;06,46,;02,78,;01,62,;02,89,;03,58,;06,40,;01,42,;04,12,;05,60,;05,67,;05,84,
;01,32,;03,72,;01,71,;03,59,;05,54,;01,25,;05,03,;02,03,;04,76,;02,53,;05,04,;05,54,;06,84,;03,31,;03,49,;01,55,;06,24,;02,20,;03,37,;05,68,
;03,61,;03,78,;03,76,;03,51,;01,06,;02,65,;01,30,;01,71,;03,94,;06,59,;06,16,;02,40,;06,09,;06,93,;05,91,;05,74,;05,35,;02,13,;06,16,;06,45,
;06,35,;05,66,;04,24,;04,75,;06,16,;05,01,;04,55,;05,71,;01,23,;03,35,;01,28,;04,21,;03,04,;01,79,;03,46,;02,42,;05,75,;03,79,;05,21,;01,38,
;03,28,;02,86,;06,15,;03,37,;05,68,;01,68,;06,72,;03,45,;03,97,;05,38,;03,70,;06,80,;04,22,;04,30,;02,12,;01,18,;02,09,;03,14,;01,72,;05,10,
;03,11,;06,79,;03,04,;02,30,;06,76,;02,25,;04,30,;03,66,;06,73,;04,32,;02,28,;05,02,;06,60,;02,78,;01,58,;06,96,;05,30,;04,04,;02,97,;06,65,
;02,11,;04,01,;02,61,;05,98,;04,93,;05,02,;06,85,;02,58,;05,58,;03,14,;05,31,;03,59,;01,75,;04,50,;04,55,;03,30,;01,57,;03,16,;04,48,;03,12,
;04,02,;04,12,;02,80,;01,29,;06,80,;04,54,;06,30,;05,07,;06,92,;02,63,;04,97,;04,37,;06,52,;05,37,;05,10,;05,38,;06,04,;01,89,;01,68,;05,64,
;03,12,;01,26,;04,43,;05,25,;03,56,;01,55,;04,30,;05,39,;04,38,;06,82,;05,91,;01,23,;01,44,;05,67,;01,55,;05,98,;06,60,;02,94,;06,48,;02,32,
;02,95,;03,48,;04,93,;05,11,;01,93,;04,46,;01,70,;06,05,;05,93,;02,08,;02,88,;04,71,;04,28,;01,79,;02,78,;05,06,;05,51,;04,84,;03,03,;01,89,
;03,73,;04,05,;04,74,;06,34,;04,67,;04,42,;02,08,;03,71,;06,07,;04,23,;02,72,;05,16,;05,59,;03,55,;06,74,;04,20,;02,65,;03,49,;06,33,;01,90,
;05,05,;06,43,;03,79,;06,16,;04,62,;01,73,;06,25,;02,81,;03,33,;06,62,;03,10,;05,16,;03,02,;05,45,;04,34,;04,97,;03,78,;04,18,;05,88,;06,04,
;02,72,;01,46,;06,88,;01,79,;03,57,;02,16,;01,12,;03,43,;05,14,;01,31,;06,96,;06,56,;04,97,;05,65,;02,42,;03,57,;03,71,;02,05,;02,81,;02,49,
;01,08,;02,81,;02,63,;01,90,;02,23,;02,93,;02,62,;02,75,;02,12,;04,01,;06,91,;02,87,;05,11,;03,49,;05,93,;06,44,;03,58,;02,81,;01,62,;02,55,
;02,21,;06,86,;04,04,;01,62,;04,83,;05,95,;01,24,;01,54,;05,96,;02,56,;06,15,;03,54,;06,11,;02,63,;05,12,;03,63,;04,96,;04,09,;06,64,;03,05,
;04,62,;02,52,;02,04,;03,13,;01,09,;04,37,;01,47,;06,05,;01,84,;02,23,;06,37,;01,77,;01,03,;04,72,;02,11,;04,78,;01,76,;01,59,;05,39,;02,68,
;03,02,;03,65,;03,37,;02,59,;02,17,;01,94,;03,62,;01,79,;01,18,;06,05,;03,29,;01,11,;03,79,;04,62,;05,12,;04,63,;04,27,;06,17,;05,58,;06,62,
;01,68,;06,39,;06,53,;03,63,;02,23,;06,24,;06,28,;06,16,;02,89,;05,66,;02,76,;02,37,;03,01,;06,42,;06,80,;01,73,;03,23,;02,12,;01,41,;06,98,
;06,81,;06,16,;03,58,;01,50,;05,09,;04,92,;03,37,;05,14,;04,12,;01,92,;05,09,;02,50,;04,09,;06,52,;03,47,;04,36,;02,80,;06,22,;02,24,;05,41,
;01,71,;01,05,;05,38,;04,68,;03,28,;05,28,;03,65,;02,15,;06,46,;04,33,;01,83,;06,49,;03,73,;04,42,;03,93,;06,29,;02,21,;04,54,;06,34,;04,07,
;05,86,;04,43,;05,02,;02,52,;06,10,;04,75,;03,20,;02,77,;01,50,;02,06,;02,10,;05,73,;02,20,;02,81,;05,48,;02,23,;02,18,;04,72,;03,40,;01,28,
;01,42,;04,98,;04,71,;03,76,;06,77,;02,63,;03,43,;06,59,;02,12,;02,25,;02,72,;05,02,;05,54,;04,78,;01,13,;06,01,;05,20,;01,20,;01,77,;01,98,
;05,39,;02,45,;01,71,;05,64,;02,91,;06,23,;06,87,;03,20,;06,75,;05,22,;03,07,;04,92,;06,74,;05,72,;02,36,;01,24,;05,63,;04,03,;06,51,;05,92,
;05,82,;01,74,;03,26,;02,42,;01,77,;01,36,;01,42,;01,88,;01,37,;05,22,;06,17,;01,80,;04,10,;04,28,;05,55,;04,17,;01,07,;03,41,;04,39,;05,18,
;05,92,;04,75,;05,26,;04,66,;02,97,;01,35,;01,69,;04,94,;02,45,;02,44,;01,40,;04,45,;04,34,;01,21,;04,73,;04,84,;04,90,;04,80,;06,25,;05,93,
;04,84,;04,02,;04,92,;01,80,;05,95,;05,56,;04,05,;04,65,;03,57,;03,76,;03,97,;02,38,;01,26,;04,41,;02,75,;03,65,;04,67,;02,44,;02,23,;03,68,
;06,01,;01,93,;01,57,;01,83,;04,63,;04,09,;06,15,;05,86,;03,96,;04,82,;04,76,;02,37,;01,62,;01,58,;02,61,;03,41,;04,25,;03,72,;01,18,;01,92,
;06,70,;06,79,;03,42,;02,07,;06,46,;05,34,;03,16,;05,21,;02,29,;01,80,;05,12,;05,43,;01,17,;03,32,;06,48,;06,96,;02,78,;01,30,;04,87,;03,53,
;06,19,;03,85,;01,16,;02,55,;04,79,;06,43,;06,41,;01,28,;01,48,;06,36,;02,73,;05,85,;02,14,;05,50,;02,70,;03,86,;03,23,;03,34,;01,50,;04,49,
;06,68,;04,24,;04,57,;02,46,;04,58,;06,61,;02,04,;02,24,;06,76,;04,40,;06,44,;05,54,;06,17,;01,74,;06,30,;01,96,;03,72,;01,72,;04,79,;06,37,
;05,68,;01,05,;01,55,;01,73,;06,32,;02,96,;03,36,;02,06,;04,97,;03,08,;06,21,;06,86,;04,78,;03,64,;04,35,;05,03,;01,58,;01,11,;01,98,;03,18,
;03,75,;05,23,;01,01,;03,46,;05,65,;03,30,;05,38,;06,79,;03,02,;04,54,;02,37,;06,03,;06,28,;01,36,;02,62,;02,31,;04,11,;03,76,;02,79,;01,81,
;01,63,;05,69,;04,46,;06,15,;03,60,;02,57,;01,83,;03,79,;04,77,;06,68,;03,90,;01,28,;03,36,;06,11,;05,97,;03,66,;02,95,;05,67,;05,67,;01,86,
;03,14,;01,12,;01,64,;03,69,;04,87,;03,40,;03,79,;04,93,;06,53,;03,45,;01,60,;04,83,;05,84,;01,72,;01,96,;03,47,;04,91,;03,28,;01,90,;04,23,
;05,66,;01,36,;02,61,;06,82,;03,44,;02,78,;05,94,;01,98,;05,92,;05,74,;03,96,;04,22,;04,81,;01,64,;02,83,;06,79,;05,42,;06,36,;05,49,;03,04,

